transaction_id,merchant_id,customer_id,amount,currency,payment_method,status,timestamp,device_type,location
TID000039,MID0037,24933b83-7577-40a9-a491-f0b2ea1fca65,4057.45,INR,Wallet,Success,8/6/2025 23:19,Mobile,Hyderabad
TID000040,MID0007,beb79919-3f22-4af8-a3be-d01d43cf2fde,867.31,USD,Debit Card,Success,2/17/2025 21:23,Desktop,Bengaluru
TID000041,MID0021,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,5901.06,INR,UPI,Success,2/12/2025 6:13,Mobile,Pune
TID000042,MID0009,956269f0-e5d7-4875-adad-d6c795a76d79,1077.04,INR,Credit Card,Success,7/7/2025 8:42,Desktop,Hyderabad
TID000043,MID0039,ff50bde4-3825-47b8-9cab-cc97663f1c97,182.04,INR,Wallet,Refunded,7/8/2025 22:57,Mobile,Pune
TID000044,MID0018,7e570ddf-8270-40a8-a369-b584ff5e9ff0,2170.98,INR,Debit Card,Success,7/14/2025 16:37,Mobile,Pune
TID000045,MID0004,dc713d96-0c0f-4195-817a-f08a1745d6d8,1703.99,INR,Wallet,Success,3/17/2025 5:38,Mobile,Kolkata
TID000046,MID0025,28f49481-a0a0-4dc4-a720-9bdf1c11f735,2224.12,INR,UPI,Success,5/21/2025 20:53,Desktop,Mumbai
TID000047,MID0014,98ae4334-6c12-4ce8-ae34-0454cac5b68c,4537.5,INR,Debit Card,Success,6/5/2025 5:32,Mobile,Bengaluru
TID000048,MID0050,988c24c9-61b1-4d22-a280-1c4510435a10,2247.44,INR,Net Banking,Success,7/24/2025 4:40,Mobile,Bengaluru
TID000049,MID0009,405cacec-8774-49a9-b7d2-1e02ff01cf99,1417.56,INR,Debit Card,Success,4/21/2025 19:28,Mobile,Bengaluru
TID000050,MID0026,f143262f-dc5c-4eed-8da0-365bf89897b9,2920.61,INR,Credit Card,Success,6/19/2025 13:28,Desktop,Hyderabad
TID000051,MID0002,1d53434b-b881-49b9-ae27-0da702f06b90,1677.82,INR,Net Banking,Success,6/19/2025 21:11,Mobile,Chennai
TID000052,MID0020,c0398710-8976-4334-a281-7efdae849217,786.67,INR,Net Banking,Success,6/30/2025 10:22,POS,Kolkata
TID000053,MID0028,5715bd6f-a416-4293-84c2-e2e3444ea7c8,3252.34,INR,Credit Card,Success,2/10/2025 15:44,Desktop,Kolkata
TID000054,MID0047,287d06ca-6f4c-469a-8b22-d3081c8eaee9,376.35,INR,Net Banking,Success,5/25/2025 10:13,POS,Hyderabad
TID000055,MID0007,b8db0672-f42d-47cc-80d4-af5974273ca3,1881.01,INR,UPI,Success,5/11/2025 18:29,Mobile,Pune
TID000056,MID0044,f8cda88b-436d-46e2-b83c-fe0be037e5ed,3200.07,INR,Debit Card,Success,2/17/2025 6:23,Desktop,Kolkata
TID000057,MID0008,81f76d1c-2dbc-4134-830f-f46e8026695f,1971.33,INR,Debit Card,Success,4/23/2025 7:32,Desktop,Kolkata
TID000058,MID0047,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,1792.4,INR,Credit Card,Success,7/5/2025 19:44,Mobile,Chennai
TID000059,MID0035,81f631d4-a392-41a7-9777-a4774c66e0a8,2095.36,INR,UPI,Success,4/21/2025 9:24,POS,Kolkata
TID000060,MID0014,5fb8d16c-2720-497d-b2eb-d6899be578c7,938.39,INR,Net Banking,Success,6/22/2025 4:23,Desktop,Mumbai
TID000061,MID0017,f4188f3f-8a14-4e62-a95b-4715c333e861,3109.24,INR,Debit Card,Success,3/3/2025 11:03,Desktop,Hyderabad
TID000062,MID0036,eb2263dd-87c5-421e-ac24-a3c5c754108f,341.17,INR,Debit Card,Success,5/1/2025 14:02,Desktop,Bengaluru
TID000063,MID0050,7d154385-52fb-443b-9954-6eb400257ad1,204.39,INR,Debit Card,Failed,6/23/2025 7:52,Desktop,Chennai
TID000064,MID0040,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,504.28,INR,Debit Card,Success,5/1/2025 0:35,Desktop,Chennai
TID000065,MID0004,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,1137.58,INR,Wallet,Success,5/24/2025 20:28,Mobile,Pune
TID000066,MID0002,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,1071.75,INR,Credit Card,Failed,3/5/2025 21:27,Desktop,Kolkata
TID000067,MID0006,14296c07-f26b-4776-913e-4de2e0c53cb8,2577.2,INR,Net Banking,Success,3/1/2025 14:03,POS,Bengaluru
TID000068,MID0042,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,777.7,INR,Net Banking,Success,5/3/2025 4:24,Desktop,Hyderabad
TID000069,MID0004,885f6e66-c2b6-42c5-ba5d-310011b7e948,993.47,INR,Credit Card,Success,3/2/2025 1:17,Mobile,Mumbai
TID000070,MID0029,a8e56e0c-20de-435d-a031-d750c40db9b4,20.19,INR,UPI,Success,7/31/2025 8:24,Mobile,Hyderabad
TID000071,MID0018,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,790.79,INR,Credit Card,Success,6/6/2025 16:33,POS,Bengaluru
TID000072,MID0026,9b49bd26-df57-459a-8715-a10343dac043,1565.22,INR,Debit Card,Success,8/1/2025 14:15,Desktop,Hyderabad
TID000073,MID0044,edcd465e-3638-4821-b6e0-7cc06c52c49f,23.44,INR,Debit Card,Success,4/19/2025 13:03,POS,Delhi
TID000074,MID0034,b09b2a5c-badc-432a-8159-0f538a0f4efb,494.59,INR,Credit Card,Success,4/16/2025 10:51,POS,Bengaluru
TID000075,MID0010,66245bfa-4fcc-439a-b683-d2e6337ea2df,349.71,INR,Credit Card,Success,3/16/2025 17:51,POS,Mumbai
TID000076,MID0036,5f987c71-a65e-488e-abf3-ad39fec21bbe,64.34,INR,Net Banking,Success,4/14/2025 18:29,POS,Mumbai
TID000077,MID0014,7394988f-847f-49b4-a64d-1bcb702753a1,978.76,INR,Net Banking,Success,5/2/2025 21:45,Desktop,Mumbai
TID000078,MID0031,1064005c-3985-43cf-bf76-be1d1efa2197,300.83,INR,Wallet,Success,8/4/2025 9:54,Mobile,Chennai
TID000079,MID0048,8dcdcd03-969b-4662-8562-8059568cc69b,2038.49,INR,Wallet,Success,2/18/2025 9:20,Mobile,Hyderabad
TID000080,MID0015,01d74256-3860-4ab6-96a4-02f23ae8cc93,2825.1,INR,Debit Card,Failed,3/25/2025 9:21,Desktop,Chennai
TID000081,MID0008,0f1259e0-a18f-46b6-b535-106e122c9a56,1183.12,INR,Wallet,Success,3/24/2025 4:45,POS,Delhi
TID000082,MID0014,080aadfb-e7c9-4b26-9141-25c63a9bedd4,6001.88,USD,Wallet,Success,2/25/2025 0:06,Desktop,Bengaluru
TID000083,MID0023,839fbc50-1223-4513-9496-f63cdc1110c1,898.06,INR,UPI,Success,6/1/2025 10:33,POS,Kolkata
TID000084,MID0040,7c441fe7-ab42-40a7-874a-493b3ceddf2d,1080.37,INR,Credit Card,Success,2/9/2025 2:14,POS,Pune
TID000085,MID0021,b92da22b-21df-406f-8a0b-3c3336d8393a,6794.78,INR,Net Banking,Success,3/23/2025 5:53,Desktop,Delhi
TID000086,MID0016,93829b43-922f-415a-a1e3-db63ef7ddc76,395.07,INR,Wallet,Success,4/28/2025 8:25,Desktop,Hyderabad
TID000087,MID0045,7914c120-c8dc-419f-be35-11287900f7f9,4285.15,INR,Net Banking,Success,7/2/2025 6:53,POS,Kolkata
TID000088,MID0018,1825bc54-30be-445f-a835-14f2ceb81f9d,65.67,INR,Wallet,Success,7/3/2025 6:37,POS,Hyderabad
TID000089,MID0047,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,886.93,INR,Wallet,Success,7/29/2025 15:20,POS,Kolkata
TID000090,MID0024,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,108.86,INR,Debit Card,Success,7/13/2025 23:43,POS,Delhi
TID000091,MID0026,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,1959.75,INR,UPI,Success,7/11/2025 3:53,Desktop,Bengaluru
TID000092,MID0025,0f844fef-1931-49ee-a56c-0941fbf24050,1406.31,USD,Credit Card,Success,5/22/2025 6:21,Mobile,Pune
TID000093,MID0045,ccf3a171-56dc-4907-ba6c-34ab6712303a,1839.5,INR,Credit Card,Success,5/28/2025 10:42,Mobile,Kolkata
TID000094,MID0041,310c0c00-3fa7-4104-9bf9-0e27dc96925e,703.76,INR,Debit Card,Success,2/16/2025 0:45,POS,Chennai
TID000095,MID0029,23e2fcb4-72d8-467d-894a-05e430b187ef,691.82,INR,Debit Card,Success,7/12/2025 19:54,Mobile,Chennai
TID000096,MID0015,766ecb15-474e-4c19-aef9-12766c006f61,69.57,USD,Credit Card,Success,2/10/2025 0:50,Mobile,Delhi
TID000097,MID0045,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,646.05,INR,Credit Card,Success,7/26/2025 17:04,Mobile,Pune
TID000098,MID0001,db20a56e-dc81-4fe7-8eda-8bbb71710434,3973.72,INR,UPI,Success,6/26/2025 22:02,Mobile,Pune
TID000099,MID0025,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,715.18,INR,Wallet,Success,3/27/2025 16:07,Mobile,Hyderabad
TID000100,MID0007,03c72ba8-d605-4770-8a63-f881ffd0f9d5,2670.05,INR,UPI,Success,7/14/2025 22:29,Mobile,Kolkata
TID000101,MID0009,c0e9ab30-ed26-42e9-97e0-11b7f8102383,2770.83,INR,Credit Card,Success,2/18/2025 4:30,POS,Delhi
TID000102,MID0024,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,700.79,INR,Wallet,Success,2/22/2025 0:26,POS,Pune
TID000103,MID0001,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,1499.46,INR,Credit Card,Success,2/18/2025 3:26,POS,Pune
TID000104,MID0044,2a25a888-0f02-4ad0-a706-7ef466aa9385,150.35,INR,UPI,Success,3/3/2025 17:56,Desktop,Chennai
TID000105,MID0008,63f2ae24-fc3d-4348-808d-4127610461e3,164.18,INR,UPI,Success,5/3/2025 7:13,Mobile,Delhi
TID000106,MID0024,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,74.82,INR,UPI,Success,3/14/2025 5:01,Mobile,Kolkata
TID000107,MID0011,b253d218-6c4a-47ea-8906-17f2747b6dba,1304.88,INR,Wallet,Success,4/3/2025 0:23,Desktop,Kolkata
TID000108,MID0017,c88a618e-fed4-457d-bb02-6576f512c4c3,832.87,INR,Net Banking,Success,2/15/2025 15:09,Mobile,Chennai
TID000109,MID0008,7c967f79-b7e9-4aca-a970-65e18e46d534,1191.22,INR,Net Banking,Success,4/9/2025 3:20,POS,Hyderabad
TID000110,MID0035,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,1104.31,INR,Credit Card,Failed,4/16/2025 0:58,POS,Mumbai
TID000111,MID0035,bc594585-9445-48c0-8ef8-c2d6f7fd5646,646.64,INR,Wallet,Success,6/4/2025 2:52,Desktop,Mumbai
TID000112,MID0033,504867ba-bf7b-439b-8f9a-ea4b8acd4e10,1697.35,INR,Debit Card,Success,6/14/2025 8:54,POS,Pune
TID000113,MID0005,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2131.34,INR,Net Banking,Success,7/30/2025 1:05,Desktop,Bengaluru
TID000114,MID0042,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,22.1,INR,Wallet,Success,3/26/2025 13:39,POS,Chennai
TID000115,MID0039,82010c62-f5f5-4b22-8e8f-a8e0284d82e5,348.36,INR,Wallet,Success,4/4/2025 22:08,Mobile,Bengaluru
TID000116,MID0041,118a9d29-2f92-4996-99f1-95d014822f53,1873.64,INR,Net Banking,Success,3/4/2025 7:55,POS,Pune
TID000117,MID0028,dca02eec-acda-4acc-9165-e21098543881,733.16,INR,Wallet,Success,6/4/2025 20:08,Desktop,Hyderabad
TID000118,MID0007,f10c718b-1eb0-438a-a75d-d5af3c365296,1629.21,INR,Wallet,Success,4/25/2025 9:22,Mobile,Chennai
TID000119,MID0009,94340a03-3f07-4814-91d6-3f78e3e9de99,639.18,INR,Net Banking,Success,5/11/2025 2:18,Desktop,Kolkata
TID000120,MID0008,14fcdd54-9e8f-4965-8a2c-827e98326856,743.3,INR,UPI,Success,6/14/2025 19:57,Mobile,Hyderabad
TID000121,MID0012,90b2b633-956b-4c0c-a849-9b926b5252e3,259.17,INR,Credit Card,Success,3/2/2025 21:43,Mobile,Chennai
TID000122,MID0034,42c18a62-ef48-48d5-90fd-9d3f85d51695,448.08,INR,Debit Card,Success,6/14/2025 15:20,POS,Delhi
TID000123,MID0033,506e5a9a-b758-488d-ab73-295b344a54b8,1394.87,INR,Credit Card,Success,2/22/2025 1:20,POS,Bengaluru
TID000124,MID0048,21813d25-6552-48a6-83ff-50113d1a85dd,851.53,INR,UPI,Success,2/21/2025 23:21,Mobile,Chennai
TID000125,MID0023,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2232.84,INR,UPI,Success,3/27/2025 17:24,POS,Bengaluru
TID000126,MID0024,ef8c485b-c07a-40f2-add4-253b50f0fd0a,2871.75,INR,Wallet,Success,8/8/2025 8:31,POS,Hyderabad
TID000127,MID0037,9f044aed-7552-4327-8262-7f7312922f83,1170.17,INR,Credit Card,Success,5/23/2025 16:58,Desktop,Pune
TID000128,MID0035,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2129.88,INR,UPI,Success,3/19/2025 2:47,POS,Chennai
TID000129,MID0044,8181a8cc-3691-47eb-89a2-688b12c136e0,549.88,INR,Credit Card,Success,5/14/2025 5:56,Mobile,Mumbai
TID000130,MID0040,5958a499-eeea-463e-a1e8-ac6843e42caf,804.14,INR,UPI,Success,6/24/2025 2:07,POS,Bengaluru
TID000131,MID0022,3e896c64-e117-4ac3-919c-4ea3e1805081,1871.25,INR,Debit Card,Success,6/29/2025 21:46,Mobile,Kolkata
TID000132,MID0027,702cdd20-2862-48b8-88f4-ef125e9953d2,732.16,INR,UPI,Success,7/15/2025 2:14,Mobile,Kolkata
TID000133,MID0035,4d71c366-b41b-4143-8b10-550cd5704f32,1331.94,INR,Credit Card,Success,4/17/2025 10:57,Desktop,Chennai
TID000134,MID0001,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,307.54,INR,Wallet,Success,7/31/2025 10:42,Mobile,Kolkata
TID000135,MID0035,aaf91531-0200-41f0-8768-a84fa76afde6,1373.58,INR,Credit Card,Success,8/3/2025 20:05,Mobile,Hyderabad
TID000136,MID0037,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2965.48,USD,Net Banking,Success,7/23/2025 21:31,Desktop,Kolkata
TID000137,MID0047,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,3044.72,INR,Credit Card,Success,3/21/2025 22:01,Mobile,Bengaluru
TID000138,MID0014,e3c43657-1d8c-4bac-83b4-09ef2260e70f,1932.9,INR,Debit Card,Success,5/4/2025 6:27,Desktop,Hyderabad
TID000139,MID0003,27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2054.18,INR,Debit Card,Success,6/25/2025 14:50,Mobile,Chennai
TID000140,MID0001,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,1224.42,INR,Debit Card,Success,4/6/2025 22:10,POS,Bengaluru
TID000141,MID0005,afffcfd2-341e-440b-97c7-00aab7b56ea7,1318.02,INR,UPI,Success,4/19/2025 9:26,Desktop,Chennai
TID000142,MID0026,81627cf1-4394-42e6-9a58-7e8aa25d6b29,215.2,INR,Debit Card,Success,7/8/2025 15:26,Desktop,Kolkata
TID000143,MID0014,e87d1c78-e7c4-41c7-8049-7b717d106c60,880.1,INR,Credit Card,Success,5/25/2025 5:08,Mobile,Hyderabad
TID000144,MID0039,a2607723-17a0-4f49-8d01-280fd89a40c0,898.87,INR,Wallet,Success,4/4/2025 23:24,Desktop,Chennai
TID000145,MID0027,0b49452d-46d4-43f3-9450-281c6c6f7633,4773.01,USD,Debit Card,Success,7/25/2025 21:06,Mobile,Pune
TID000146,MID0009,217d65a0-c568-41cd-9563-f61600e85ece,846.04,INR,Credit Card,Success,6/14/2025 1:36,Desktop,Chennai
TID000147,MID0015,295d6fbf-430f-401d-bad4-09e2a319dcb4,1195.57,INR,UPI,Success,3/26/2025 13:29,Desktop,Delhi
TID000148,MID0015,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,1142.95,INR,UPI,Success,5/20/2025 10:40,POS,Chennai
TID000149,MID0026,1ca3c448-0279-46a6-8f97-97b06d7ce3c9,1519.04,INR,Wallet,Success,7/30/2025 12:59,Mobile,Delhi
TID000150,MID0042,b0e6a969-e213-42b0-b1ee-dba313432e61,2068.88,INR,Wallet,Success,3/31/2025 2:12,POS,Bengaluru
TID000151,MID0013,093923de-8bab-4e3b-a628-6bfbe767dcea,382.42,INR,Credit Card,Success,4/10/2025 1:23,Desktop,Delhi
TID000152,MID0032,8d7248e2-951f-48d0-9e84-f058d5a804eb,1128.47,USD,Wallet,Success,6/22/2025 15:15,Mobile,Hyderabad
TID000153,MID0039,0ab54bde-20a0-4502-ae06-809725e97977,2622.34,INR,Wallet,Success,5/23/2025 6:36,POS,Bengaluru
TID000154,MID0049,eededb07-e623-4689-9d59-cd2a4eea04e7,932.96,INR,UPI,Success,5/15/2025 21:37,Desktop,Chennai
TID000155,MID0032,0a368ce7-dc57-4131-b8e1-daa7cbceabde,489.55,INR,Credit Card,Refunded,2/27/2025 9:50,POS,Bengaluru
TID000156,MID0004,ae9bec36-35c7-436c-9b99-62c6e61fecc0,1595.05,INR,Wallet,Success,2/17/2025 15:03,Desktop,Kolkata
TID000157,MID0030,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2603.93,INR,Credit Card,Success,4/15/2025 10:50,Desktop,Pune
TID000158,MID0037,dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,97.83,INR,Debit Card,Success,7/31/2025 23:41,Mobile,Chennai
TID000159,MID0023,bfddc3d9-9ee3-4c2a-b94d-62046808593f,2249.47,INR,UPI,Success,4/27/2025 22:01,Mobile,Hyderabad
TID000160,MID0039,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,2585.99,INR,UPI,Success,6/24/2025 3:16,Mobile,Delhi
TID000161,MID0045,ccc56569-f9e8-4369-a999-b735dd56cc94,928.52,INR,UPI,Success,6/7/2025 21:32,Desktop,Pune
TID000162,MID0015,698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,6139.03,INR,Net Banking,Failed,5/12/2025 13:17,POS,Mumbai
TID000163,MID0043,ecab3301-bc8f-4d29-adea-94930658663a,2317.64,INR,Credit Card,Success,4/2/2025 11:17,Mobile,Pune
TID000164,MID0029,696608aa-ee49-4329-884a-7b28550a1b46,2228.59,INR,Debit Card,Success,2/22/2025 8:59,Mobile,Chennai
TID000165,MID0036,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,2066.53,INR,Wallet,Success,3/18/2025 16:02,Mobile,Hyderabad
TID000166,MID0013,28c13091-444d-410b-bf87-e362cf8d446a,244.85,INR,Debit Card,Success,8/3/2025 5:51,Mobile,Hyderabad
TID000167,MID0032,61ee411a-1bac-47a7-b386-f7a4c991603f,367.38,INR,Credit Card,Success,3/5/2025 18:29,Desktop,Pune
TID000168,MID0007,787f2425-dbcc-4477-89e9-db0adf465290,935.4,INR,UPI,Success,7/20/2025 12:43,POS,Pune
TID000169,MID0022,eb1fa9f2-d10b-41d0-b317-347038f16a81,459.8,INR,Net Banking,Success,5/19/2025 7:25,Desktop,Kolkata
TID000170,MID0028,d20eac17-4e20-4d1a-9983-36e375d66ed4,804.83,INR,Credit Card,Success,3/23/2025 21:46,Desktop,Bengaluru
TID000171,MID0002,39118497-3a43-42ba-9f0f-06cbcb9bc326,3290.11,INR,Credit Card,Success,4/7/2025 8:31,Desktop,Pune
TID000172,MID0042,6601ddd0-3170-4437-a8f7-ef5a060edf5b,2608.7,INR,Wallet,Refunded,7/1/2025 4:57,Mobile,Delhi
TID000173,MID0045,11c58ef0-dd46-4c09-8752-87aa5408f9ac,1491.54,INR,Debit Card,Success,5/25/2025 12:24,POS,Hyderabad
TID000174,MID0006,59e4b671-4774-4c58-85f8-bc16f7860b50,2929.16,INR,Debit Card,Success,3/20/2025 1:39,Desktop,Delhi
TID000175,MID0028,adf4e62d-6651-429e-8268-690ba43825b5,2297.14,USD,Wallet,Success,3/2/2025 23:27,Desktop,Kolkata
TID000176,MID0028,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,840.51,INR,Net Banking,Success,4/20/2025 10:52,Desktop,Pune
TID000177,MID0044,e08596db-1d87-4966-8710-d430f071d879,336.71,USD,UPI,Failed,6/27/2025 21:44,Mobile,Pune
TID000178,MID0044,94a1875d-2db6-4edb-82de-ffccf86c2ca2,1082.94,INR,UPI,Success,7/15/2025 16:00,Mobile,Kolkata
TID000179,MID0020,09cb3942-43f5-4a85-bbc9-f87af668a617,1999.01,INR,Net Banking,Success,7/10/2025 3:28,Desktop,Chennai
TID000180,MID0030,587ef344-6f3f-420c-98b8-e4cc1bc044fc,860.17,INR,Wallet,Success,3/6/2025 16:59,Mobile,Mumbai
TID000181,MID0011,6fb78271-504d-481f-8953-5b63ba81edd9,1648.39,INR,Credit Card,Success,2/14/2025 2:33,POS,Mumbai
TID000182,MID0028,1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,148.62,INR,Debit Card,Success,3/24/2025 19:04,Mobile,Bengaluru
TID000183,MID0025,30a900ad-939b-462d-a645-f129629c2ae3,2067.52,INR,Credit Card,Success,6/22/2025 17:54,Desktop,Delhi
TID000184,MID0039,6fa17735-b572-43d0-8b5c-ea6a41357e8c,2512.67,INR,Debit Card,Success,5/3/2025 15:14,POS,Chennai
TID000185,MID0033,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,1840.54,INR,Credit Card,Success,6/13/2025 8:11,Mobile,Delhi
TID000186,MID0001,f0b5156b-b82c-4074-afd5-dea589d7fd6c,5128.9,INR,Wallet,Success,7/5/2025 12:47,Desktop,Chennai
